accession,GC_Content,tRNAs,Cgenes,Pgenes,CRISPR
NZ_CP057311,49.979,87,4514,93,2
NZ_CP055675,50.032,94,4839,101,2
NZ_CP057357,49.883,89,4677,157,2
NZ_CP057220,49.872,86,4375,121,2
NZ_CP079884,49.805,88,4637,167,2
NZ_CP053045,49.856,89,4425,107,2
NZ_CP042942,49.823,86,4271,116,2
NZ_CP057463,49.871,86,4448,87,2
NZ_CP057657,50.036,90,4476,82,2
NZ_CP057104,50.02,89,4527,88,4
NZ_CP042946,50.068,86,4178,84,2
NZ_CP057210,49.975,92,4657,139,2
NZ_CP057215,49.975,92,4649,140,2
NZ_CP057561,49.861,91,4479,87,2
NZ_CP057565,49.861,91,4526,89,2
NZ_CP086604,49.961,90,4578,352,1
NZ_CP070951,49.891,87,4365,147,2
NZ_CP057504,50.09,86,4081,79,2
NZ_CP057505,50.09,86,4082,79,2
NZ_CP058057,50.137,89,4592,102,2
NZ_CP036514,48.95,88,4007,69,2
NZ_CP057692,49.887,86,4181,89,2
NZ_CP077242,49.931,86,4190,69,2
NZ_CP057256,50,86,4215,80,2
NZ_CP057243,49.998,95,4726,157,2
NZ_CP040805,49.858,83,4693,292,2
NZ_CP057266,50.046,86,4255,77,2
NZ_CP070954,49.975,83,4367,183,2
NZ_CP057101,49.969,86,4254,91,2
NZ_CP057458,49.998,86,4224,75,2
NZ_CP066085,49.936,86,4276,78,2
NZ_CP083638,49.937,86,4276,74,2
NZ_CP057681,49.819,88,4379,91,2
NZ_CP057481,49.994,89,4196,77,2
NZ_CP057093,49.767,92,4502,144,0
NZ_CP095786,49.976,87,4813,190,2
NZ_CP095843,49.856,86,4538,131,2
NZ_CP056968,49.853,95,4567,134,0
NZ_CP070873,50.101,85,4250,286,2
NZ_CP056961,49.853,95,4568,135,0
NZ_CP056916,49.989,86,4301,140,2
NZ_CP056951,49.989,86,4302,140,2
NZ_CP057896,49.991,84,4303,137,2
NZ_CP057918,49.991,86,4302,137,2
NZ_CP042945,49.946,88,4433,109,2
NZ_CP056936,50.01,86,4258,125,2
NZ_CP055599,49.854,89,4563,120,2
NZ_CP050834,57.404,88,5632,186,0
NZ_CP049608,54.196,83,4077,43,1
NZ_CP040391,57.331,83,5149,82,0
NZ_CP065700,54.078,83,4091,61,1
NZ_LR898868,50.813,85,4302,251,2
NZ_OW967178,50.674,88,4503,97,2
NZ_OW968288,50.748,86,4781,250,2
NZ_OU342919,50.689,88,4629,156,2
NZ_OW968111,50.761,86,4624,179,2
NZ_CP042941,54.332,83,3858,35,0
NZ_OW968011,50.794,86,4557,191,2
NZ_OW968124,50.722,86,4755,255,2
NZ_OW967975,50.741,86,4763,243,2
NZ_LR898874,50.698,95,5157,283,1
NZ_OU701449,50.512,88,4734,155,2
NZ_OW967003,50.525,89,5138,216,1
NZ_OU701452,50.627,92,4744,162,2
NZ_OW967802,50.548,85,4368,220,2
NZ_HG994850,50.449,87,4675,200,0
NZ_OW967966,50.524,89,4877,218,2
NZ_HG994851,50.47,87,4634,199,0
NZ_OW968277,50.659,87,4948,237,0
NZ_OW967795,50.591,85,4554,151,0
NZ_CP060744,57.343,84,5228,138,0
NZ_CP006933,41.34,46,2386,4,2
NZ_LN734822,41.144,46,2404,3,3
NZ_CP017803,31.152,34,1715,24,1
NZ_AP025586,31.08,35,1677,16,1
NZ_AP025587,31.08,35,1678,16,1
NZ_CP017921,42.4,49,2026,14,0
NZ_CP077107,42.209,55,3151,15,2
NZ_CP042908,41.247,57,3538,94,3
NZ_AP019780,41.221,63,3601,131,3
NZ_CP038631,67.123,48,2479,52,0
NZ_CP045482,34.233,47,2525,74,4
NZ_CP020360,36.748,46,2285,31,2
NZ_CP020361,36.74,46,2362,30,4
NZ_CP020362,36.758,46,2386,29,4
NZ_CP020363,36.696,46,2316,30,4
NZ_CP020364,36.708,46,2293,28,4
NZ_CP077713,35.641,46,2829,207,4
NZ_CP077715,35.735,46,2831,216,4
NZ_CP011055,35.859,46,2669,276,4
NZ_CP011056,35.859,46,2669,276,4
NZ_CP011057,35.859,46,2669,276,4
NZ_CP033240,35.822,46,2619,266,4
NZ_CP033241,35.833,46,2623,282,4
NZ_CP033235,35.825,46,2631,268,4
NZ_CP033238,35.824,46,2619,265,4
NZ_CP033239,35.824,46,2618,265,4
NZ_CP033236,35.825,46,2631,268,4
NZ_CP033237,35.825,46,2631,268,4
NZ_LT549890,35.835,47,2950,265,8
NZ_LR698975,27.634,41,1543,4,2
NZ_AP017569,69.632,48,2972,29,0
NZ_CP073695,68.905,48,2812,131,0
NZ_CP011947,67.062,57,3845,23,0
NZ_CP063205,66.943,57,3904,36,0
NZ_CP026606,32.918,38,1821,3,0
NZ_CP020120,32.932,37,1822,14,1
NZ_AP019779,25.631,35,2017,6,1
NZ_CP029289,31.903,46,3031,119,9
NZ_CP045483,37.613,46,2119,32,3
NZ_CP012172,46.225,46,2336,20,5
NZ_CP012173,46.225,46,2335,20,5
NZ_CP012174,46.225,46,2336,20,5
NZ_CP012175,46.225,46,2336,20,5
NZ_CP012176,46.225,46,2334,20,5
NZ_CP031156,46.199,46,2341,22,5
NZ_CP014862,53.26,46,2122,2,3
NZ_CP014750,51.729,46,2033,20,4
NZ_CP015101,54.692,46,2031,7,3
NZ_CP063144,47.614,45,1409,7,1
NZ_CP015193,44.922,48,2138,26,8
NZ_LN999010,44.92,48,2151,23,8
NZ_CP013050,41.837,47,2599,27,7
NZ_CP039375,65.637,47,3297,61,2
NZ_CP039376,64.151,47,3297,61,2
NZ_CP017766,39.425,43,2422,33,1
NZ_CP017768,39.404,43,2411,16,1
NZ_CP048739,59.733,52,3927,64,3
NZ_CP031305,61.417,63,4181,82,0
NZ_CP031309,57.666,63,4181,82,0
NC_002607,67.913,47,2654,44,0
NC_006624,51.995,47,2292,14,3
NZ_CP040637,64.635,51,3706,73,0
NZ_CP045484,32.745,46,2915,113,6
NC_000961,41.879,46,1853,17,6
NZ_CP014855,51.667,46,1841,12,1
NZ_CP015102,54.241,46,1931,18,1
NZ_CP015103,54.994,46,2132,8,7
NZ_CP015363,36.492,45,1793,8,2
NC_014408,48.649,40,1721,14,1
NZ_LT158599,60.258,45,2737,190,1
NZ_CP040330,64.747,63,4476,128,0
NZ_CP011267,53.109,46,2034,6,7
NZ_CP048738,66.084,55,3657,43,6
NZ_LT607756,38.508,46,2335,5,3
NZ_AP019781,61.86,48,2580,6,1
NZ_CP015104,54.879,46,1603,14,4
NC_018015,55.818,46,2064,7,10
NC_003364,51.363,46,2562,26,5
NZ_CP095005,64.557,55,3871,119,5
NZ_CP095007,56.633,55,3871,119,5
NZ_CP095009,57.849,55,3871,119,5
NC_003413,40.77,46,2027,54,7
NZ_CP023154,40.752,46,2015,40,7
NC_000916,49.544,39,1807,47,2
NZ_CP015106,55.598,45,2005,10,3
NC_003552,42.681,57,4685,157,4
NC_003551,61.159,35,1775,9,4
NC_003901,41.485,57,3364,72,2
NZ_CP007264,54.842,46,2168,13,5
NZ_CP009512,41.421,57,3424,85,2
NZ_CP089468,65.657,49,3419,82,2
NC_000917,48.582,46,2477,25,3
NC_021355,29.039,36,1689,13,1
NZ_CP011266,31.811,38,2302,22,3
NC_000909,31.426,37,1816,42,15
NC_016051,54.781,46,2256,15,3
NC_007955,40.758,51,2479,83,2
NC_005877,35.97,47,1572,8,4
NC_005791,33.1,38,1743,4,0
NC_020388,64.526,45,2822,73,0
NC_000854,56.311,46,1704,4,3
NC_006396,62.364,50,4255,86,4
NC_006397,57.229,50,4255,86,4
NZ_CP039138,62.364,50,4144,101,0
NZ_CP039136,57.229,50,4144,101,0
NC_000868,44.714,46,1897,14,3
NC_002754,35.787,47,2851,318,7
NC_003106,32.787,46,2857,107,5
NC_002578,45.994,46,1536,6,1
NC_002689,39.919,46,1581,21,2
NZ_CP015105,53.453,46,2289,21,2
NZ_CP020477,30.62,46,2705,36,6
NZ_CP014265,26.932,34,1842,26,4
NC_013665,54.917,49,3035,11,0
NC_013967,66.639,53,3895,109,3
NC_007796,45.149,51,3323,26,6
NC_007181,36.708,46,2293,29,4
NC_021592,36.466,45,1895,17,2
NZ_CP034940,68.456,74,3542,124,0
NC_007681,27.634,41,1547,4,2
NC_009376,55.051,46,2449,26,3
NC_015474,42.74,46,1968,20,2
NC_007426,63.44,46,2803,31,3
NZ_CP045488,62.432,52,4106,121,0
NC_008553,53.545,48,1765,3,3
NC_009464,54.603,51,3122,7,1
NZ_CP019285,65.732,49,4143,90,2
NC_008212,47.864,45,2719,153,0
NC_009051,62.063,49,2456,6,0
NC_008698,57.666,44,1915,9,12
NZ_CP071463,64.448,49,3494,45,0
NC_010482,49.001,46,1670,7,3
NC_008701,49.599,46,2066,79,5
NC_021169,43.239,51,2244,15,1
NC_014804,41.757,46,2213,16,4
NC_009954,43.096,41,2038,5,5
NC_009033,35.727,45,1637,3,12
NC_009135,33.003,38,1868,9,1
NC_009634,31.328,38,1714,13,2
NC_018224,64.249,51,3663,98,2
NC_008942,50.007,53,1799,11,1
NC_009073,57.151,46,2261,13,3
NC_008818,53.737,46,1752,23,2
NC_012029,66.722,51,3516,89,2
NC_012028,57.142,51,3516,89,2
NC_009635,30.037,39,1514,9,1
NC_012623,35.293,46,2905,291,2
NC_009515,31.034,36,1743,22,1
NC_012726,35.002,47,2696,114,2
NC_012588,35.1,46,2694,163,3
NC_012632,35.01,46,2742,156,3
NC_012589,35.111,46,2830,207,2
NC_010085,34.168,43,1924,1,0
NC_012622,35.385,48,2752,231,2
NC_013926,39.158,46,1542,5,2
NC_010525,59.911,46,2006,13,10
NC_009776,56.52,47,1474,4,5
NC_009712,54.514,49,2491,5,0
NC_014729,61.064,52,3818,53,1
NC_010364,68.015,47,2711,60,0
NC_013202,65.629,47,3331,55,2
NC_013201,64.152,47,3331,55,2
NC_011766,45.339,47,1439,2,2
NC_013158,62.9,46,2978,25,1
NC_011832,55.354,56,2761,41,1
NC_017941,61.121,57,3795,73,5
NZ_CP039139,61.121,57,3799,75,5
NZ_CP009501,41.15,57,2705,28,4
NC_014658,31.637,41,1306,16,0
NZ_CP077717,35.359,46,2968,140,4
NC_022084,43.087,46,2396,64,6
NC_011529,51.273,46,1982,21,5
NC_015680,51.638,46,1857,35,7
NZ_CP058215,44.062,51,2633,13,1
NC_013743,65.833,50,5060,159,0
NC_014002,42.618,53,1992,21,0
NC_013922,61.421,49,4114,77,2
NC_013923,60.092,49,4114,77,2
NZ_CP085324,68.034,47,2560,4,0
NC_014537,45.428,46,2502,18,9
NC_013741,42.008,47,1833,8,0
NC_014122,33.619,38,1439,15,14
NC_013156,32.21,37,1595,22,7
NC_013407,31.489,37,1725,13,17
NZ_CP006965,40.297,46,2105,24,3
NZ_CP019327,61.721,46,3709,25,1
NC_013849,44.135,49,2551,11,1
NC_014205,36.838,45,1633,10,3
NC_012804,53.561,46,2166,9,3
NC_019943,55.196,48,2844,6,2
NC_012883,40.201,46,1970,30,1
NZ_CP029288,31.064,46,2288,13,8
NC_014160,46.734,45,1402,7,1
NZ_CP030064,67.692,48,3002,49,0
NC_015948,63.692,48,3825,43,1
NC_015943,57.005,48,3825,43,1
NC_013790,32.641,54,2200,20,3
NZ_AP011526,32.892,38,1952,21,1
NZ_AP011528,32.933,37,1838,12,1
NC_013887,32.042,37,1832,15,19
NC_014253,36.629,50,2350,48,0
NC_015636,29.299,38,1634,22,7
NZ_CP034145,65.785,51,3574,35,0
NZ_CP073366,62.401,49,4444,117,2
NZ_CP073371,55.033,49,4444,117,2
NZ_CP073368,56.685,49,4444,117,2
NC_014374,57.217,46,1495,2,6
NC_015676,39.156,50,1986,28,1
NC_014507,47.399,48,2792,8,0
NZ_AP025698,42.101,40,1611,14,1
NC_015320,47.049,46,2125,5,2
NC_015931,54.904,47,1951,4,7
NC_019974,64.936,54,4203,93,0
NZ_CP007493,46.404,44,1900,4,8
NZ_CP031311,66.877,51,3588,84,0
NZ_CP019893,64.108,50,3712,75,0
NZ_CP007060,67.485,47,3266,44,1
NZ_CP026309,66.879,49,4739,271,1
NC_014961,53.142,46,1364,3,3
NC_017459,47.783,45,2794,159,3
NC_018001,44.829,46,1486,6,1
NC_016070,55.128,46,2054,22,6
NC_014297,64.96,49,3795,71,0
NZ_CP008746,39.178,59,3587,148,4
NC_015666,65.982,50,4198,60,0
NZ_CP007055,61.947,47,3954,89,0
NC_019964,64.336,46,3078,22,0
NC_019962,64.932,49,4167,137,0
NC_019792,62.236,49,3585,111,1
NZ_AP011952,49.391,39,1769,12,2
NC_019977,42.624,52,2587,47,2
NC_015574,35.732,47,2431,4,1
NZ_CP058909,67.055,64,5090,72,0
NZ_CP058910,67.761,61,4379,65,2
NC_015216,35.829,42,2507,10,0
NC_015562,32.3,35,1803,12,18
NZ_CP007536,52.715,45,2935,8,2
NC_017275,35.148,46,2712,174,4
NC_017276,35.308,46,2573,189,2
NC_015518,34.148,46,2422,46,6
NZ_CP006867,44.9,45,1494,3,15
NC_015151,42.387,45,2469,11,4
NC_015416,51.03,49,2943,55,5
NC_015315,59.655,46,2189,10,0
NC_015435,41.995,46,1908,14,2
NZ_CP085301,58.756,56,6279,209,0
NZ_CP081958,69.466,53,3665,67,1
NC_020246,36.668,46,2248,26,4
NC_020247,36.707,46,2289,32,4
NC_021921,63.369,47,3064,66,1
NC_017034,52.74,49,2502,9,1
NC_015865,56.079,46,2112,9,5
NZ_AP017558,66.561,63,2931,73,1
NC_015847,32.941,38,1853,14,1
NC_019791,30.034,46,1513,3,0
NC_016645,56.967,46,2764,32,7
NC_017527,60.627,46,2498,11,1
NC_017461,37.474,44,1356,4,4
NC_017946,42.293,46,1809,22,7
NC_017954,55.641,46,1416,5,2
NC_018092,40.787,46,2033,55,7
NZ_CP065856,68.464,47,4043,20,0
NC_022521,56.732,46,1626,5,4
NC_018227,60.64,47,2622,7,1
NC_018655,34.183,43,1976,25,0
NC_018656,33.589,43,2078,3,0
NC_020913,55.595,46,1613,12,2
NC_020389,42.478,42,2984,160,1
NC_018719,48.347,46,3512,37,1
NC_021058,35.142,46,2544,157,5
NZ_CP013011,53.914,48,2058,3,5
NZ_CP017686,55.595,46,1614,12,2
NZ_LR699000,55.595,46,1616,12,2
NZ_CP029287,43.733,46,2449,139,5
NZ_CP014854,56.448,46,1967,32,2
NZ_AP018930,42.433,46,2525,74,10
NZ_AP018929,42.391,46,2546,77,10
NC_021353,41.255,46,1838,6,1
NZ_CP009149,30.788,37,1660,15,11
NC_021313,66.586,47,3048,22,0
NZ_CP006019,43.044,47,1969,8,3
NZ_CP006577,48.077,46,2610,24,5
NZ_CP012850,34.139,45,3252,25,0
NC_022093,46.506,44,1862,6,10
NZ_CP033878,62.287,46,2539,66,1
NZ_LR698974,41.255,46,1839,6,1
NZ_LN831302,68.407,47,3269,39,4
NZ_CP007026,33.158,42,1456,3,0
NC_023013,63.651,48,3844,46,1
NC_023010,57.59,48,3844,46,1
NZ_CP095390,65.483,77,4146,149,2
NZ_CP095394,65.615,55,4189,108,3
NZ_CP007140,52.862,46,2077,22,3
NZ_CP009524,39.913,60,3633,105,4
NZ_CP009505,45.93,56,3427,53,9
NZ_CP009504,41.819,56,3276,155,6
NZ_CP009503,41.692,58,3509,165,3
NZ_CP009518,44.023,53,2293,21,0
NZ_CP009530,39.253,60,3583,147,3
NZ_CP009517,39.081,57,3719,50,2
NZ_CP009528,39.225,58,3618,138,4
NZ_CP009526,39.282,62,3841,159,3
NZ_CP009516,41.311,58,4357,95,3
NZ_CP009515,41.823,56,3339,100,9
NZ_CP009514,41.488,58,3398,105,3
NZ_CP009513,41.391,57,3442,72,4
NZ_CP009511,41.487,57,3334,71,2
NZ_CP009509,41.457,57,3371,81,2
NZ_CP009508,42.601,56,4444,233,3
NZ_CP009507,43.064,56,3998,117,5
NZ_CP009506,42.94,56,4104,131,4
NZ_CP009502,41.237,57,2655,36,3
NZ_CP009520,39.78,60,3602,119,5
NZ_CP095757,66.831,45,3546,42,2
NZ_CP031310,63.734,45,3399,28,0
NZ_CP007174,50.14,47,3302,7,1
NZ_CP026993,33.013,43,1894,7,2
NZ_CP026995,33.447,47,2569,12,0
NZ_CP008887,53.466,46,2250,32,4
NZ_CP049074,44.8,47,2227,31,4
NZ_CP031148,66.994,51,3825,65,0
NZ_CP031150,67.011,58,3563,66,0
NZ_CP009961,47.94,47,1704,6,2
NZ_CP010515,57.778,46,1524,11,0
NZ_CP010070,49.206,46,1401,4,1
NZ_CP011070,33.407,43,2169,19,0
NZ_CP010868,33.82,43,2107,5,0
NZ_CP095397,64.187,56,4400,173,2
NZ_CP084090,68.535,51,4144,84,0
NZ_CP084092,66.009,51,4144,84,0
NZ_CP010529,62.97,48,4109,94,2
NZ_CP011097,40.997,46,1871,2,0
NZ_CP008874,63.291,47,2206,28,1
NZ_CP011564,63.191,47,2247,30,1
NZ_CP010835,44.622,47,2164,35,7
NZ_CP010834,34.248,33,2080,6,0
NZ_AP018553,51.145,46,2230,152,2
NZ_LT671858,37.296,46,1913,11,1
NZ_LT719092,37.161,46,1834,7,1
NZ_CP012200,44.597,46,2082,86,7
NZ_LR778300,44.39,47,2128,86,6
NZ_CP028858,65.735,64,2604,19,2
NZ_CP058601,60.619,49,4488,161,2
NZ_AP025226,32.904,46,3160,138,6
NZ_CP059154,63.531,51,5028,255,0
NZ_CP058335,67.451,45,3864,31,0
NZ_CP015520,51.107,46,2108,119,5
NZ_CP032683,41.306,52,2784,45,3
NZ_CP014213,32.931,37,2198,11,0
NZ_LR216287,34.073,44,2717,10,0
NZ_CP034345,67.305,48,3580,70,0
NZ_CP017922,33.938,44,3009,7,0
NZ_CP024808,42.184,45,1989,3,0
NZ_CP054707,69.533,49,3157,29,7
NZ_CP054708,69.102,49,3157,29,7
NZ_CP054587,67.724,46,3503,88,0
NZ_CP054585,68.716,57,3532,42,0
NZ_CP016070,63.764,46,2024,16,0
NZ_CP016804,63.621,46,2127,13,1
NZ_AP018732,62.069,46,1607,4,0
NZ_CP017006,34.775,47,2673,33,6
NZ_CP021324,31.437,43,1664,6,0
NZ_CP017767,39.381,43,2423,14,1
NZ_CP019964,39.355,42,968,5,0
NZ_CP019154,63.559,47,3729,22,0
NZ_CP019067,65.956,73,3858,38,0
NZ_CP026994,33.053,43,1874,4,3
NZ_CP021848,55.686,46,1975,2,2
NZ_LT900021,54.577,46,2326,13,9
NZ_LR881183,54.63,46,2167,7,4
NZ_CP089466,68.594,47,2922,7,0
NZ_CP027033,62.791,50,3712,64,0
NZ_CP024047,62.91,50,3619,53,2
NZ_CP024014,41.539,44,1708,2,2
NZ_CP025066,63.114,47,3236,67,2
NZ_LT981265,41.62,44,1673,1,2
NZ_CP082286,69.275,56,3673,45,0
NZ_CP030846,41.253,45,2074,26,1
NZ_CP030847,32.809,44,2060,33,0
NZ_CP060530,45.769,44,1009,2,0
NZ_CP034692,66.79,60,3413,186,2
NZ_CP034691,54.818,60,3413,186,2
NZ_CP035119,64.238,48,3453,47,6
NZ_CP035425,33.761,43,1826,0,1
NZ_LR792632,29.047,37,1551,29,10
NZ_CP040089,43.238,39,1185,0,0
NZ_CP039833,65.629,51,3052,24,0
NZ_CP040846,54.9,46,2365,39,5
NZ_AP019770,46.212,46,2429,17,5
NZ_CP042905,31.173,46,3929,6,0
NZ_CP041932,54.975,46,2333,28,2
NZ_CP042241,66.337,46,2611,29,1
NZ_CP042937,48.468,39,1818,9,2
NZ_CP044013,48.586,39,1792,33,3
NZ_CP043480,48.754,40,1749,54,2
NZ_CP022242,35.105,36,1316,9,0
NZ_CP044129,65.656,48,3345,47,3
NZ_CP044130,64.069,48,3345,47,3
NZ_CP044523,61.685,49,4384,35,2
NZ_CP044526,59.567,49,4384,35,2
NZ_CP045687,34.741,46,2483,129,10
NZ_CP045706,34.866,47,2375,370,1
NZ_CP069188,64.746,54,4805,108,0
NZ_CP050014,65.182,45,4854,202,2
NZ_CP058560,36.352,40,2140,6,1
NZ_CP053941,70.059,48,3273,49,0
NZ_CP058579,68.49,48,4213,44,0
NZ_CP058529,67.786,68,4228,49,0
NZ_CP058334,64.358,45,3371,3,0
NZ_CP062310,53.861,45,1770,5,2
NZ_CP064786,60.787,49,3095,21,2
NZ_CP045142,65.636,47,3128,40,1
NZ_CP067007,34.859,45,1965,1,0
NZ_CP070332,67.974,47,2518,33,1
NZ_CP070377,67.992,47,2385,32,3
NZ_CP071462,65.541,50,4068,76,0
NZ_CP071597,63.451,47,5246,123,2
NZ_CP071598,63.18,47,5246,123,2
NZ_CP073710,42.685,60,2339,22,1
NZ_AP024597,40.144,46,2839,62,9
NZ_CP075546,42.076,55,3281,19,3
NZ_CP076019,68.736,50,2879,136,0
NZ_CP064789,64.177,47,3023,76,2
NZ_CP064791,63.551,48,2816,38,0
NZ_CP064787,64.682,47,2900,27,3
NZ_CP064788,63.972,48,2856,64,2
NZ_CP081183,47.362,45,2446,45,9
NZ_CP081485,30.348,35,1766,16,0
NZ_CP082249,62.973,54,4986,542,1
NZ_CP082247,57.668,54,4986,542,1
NZ_CP082248,56.422,54,4986,542,1
NZ_CP082284,68.666,46,3031,19,0
NZ_AP025251,35.721,46,1329,8,0
NZ_CP083723,64.531,51,3665,55,0
NZ_CP083663,65.216,57,3424,35,0
NZ_CP083666,65.116,51,3925,89,0
NZ_CP084463,69.397,51,3732,21,0
NZ_CP084464,67.56,51,3732,21,0
NZ_CP084466,69.083,51,3959,46,2
NZ_CP084467,65.024,51,3959,46,2
NZ_CP084469,63.921,51,4542,76,0
NZ_CP084472,63.324,51,5087,158,0
NZ_CP085335,62.635,55,7335,275,0
NZ_CP085336,56.357,55,7335,275,0
NZ_CP085327,65.421,51,5050,79,0
NZ_CP085330,63.667,51,5050,79,0
NZ_AP025245,35.129,46,2808,45,8
NZ_CP085882,67.916,47,2349,35,0
NZ_CP089588,67.282,47,3256,10,0
NZ_CP089593,66.513,48,2864,11,0
NZ_CP090371,69.297,47,3352,37,0
NZ_CP095491,65.434,50,4447,75,1
NZ_CP095487,67.102,53,4686,89,0
NZ_CP095482,66.22,46,3288,41,0
NZ_CP095400,42.172,41,1419,8,1
NZ_CP096019,58.467,46,3747,97,10
NZ_CP096658,65.878,50,3644,35,0
NZ_CP096659,65.907,65,4542,55,0
NZ_CP096663,56.191,65,4542,55,0
NZ_LT667500,28.091,31,377,2,0
NZ_CP078038,48.002,99,4519,97,0
NZ_CP028435,44.381,101,3380,466,2
NZ_CP046329,44.451,101,3962,48,1
NZ_CP066369,47.023,106,3824,17,1
NZ_CP066370,44.391,100,3719,54,2
NZ_CP070865,44.39,101,3717,53,2
NZ_CP080633,46.33,107,4283,37,1
NZ_CP080635,44.391,100,3715,56,2
NZ_CP096163,44.674,103,4117,98,1
NZ_CP096169,44.522,100,4055,78,2
NZ_CP096166,44.706,101,4105,93,1
NZ_LR134303,47.934,106,4241,42,2
NZ_CP017169,69.013,69,7466,93,1
NZ_CP017170,68.977,68,7433,90,2
NZ_CP017171,68.993,70,7066,76,5
NZ_CP017172,68.915,68,7611,88,1
NZ_CP017173,68.967,68,7453,86,3
NZ_CP017174,68.967,68,7455,86,3
NZ_CP065375,68.9,66,7254,64,4
NZ_CP068048,68.897,67,7366,66,1
NZ_CP080534,68.857,66,7444,64,4
NC_015711,70.625,69,7174,144,5
NZ_CP022098,68.487,61,9906,110,0
NZ_CP011509,69.449,90,9822,76,0
NZ_CP012159,68.709,96,8133,22,6
NZ_CP012673,71.729,59,10397,60,2
NZ_CP012670,72.578,52,8279,49,7
NZ_CP012672,72.001,61,10561,78,3
NZ_CP091512,44.068,91,2467,40,2
NZ_CP022423,63.49,57,3480,29,9
NZ_AP014940,69.364,56,4798,57,0
NZ_CP040656,69.898,59,4913,334,0
NZ_CP067395,69.671,59,4929,53,0
NZ_CP067396,69.906,60,5042,53,0
NZ_CP083930,41.537,56,2390,54,1
NZ_AP019700,69.848,49,5446,32,0
NZ_CP025958,67.361,84,7233,92,4
NZ_CP042911,67.36,84,7236,92,3
NZ_CP036353,50.321,63,5716,9,0
NZ_CP042910,50.419,64,5802,14,0
NZ_CP043931,50.418,64,5901,28,0
NZ_CP044331,63.667,48,4258,81,2
NZ_CP019844,28.586,32,1218,48,0
NZ_CP019916,28.593,32,1238,54,0
NZ_CP019767,28.587,32,1282,49,0
NZ_CP017201,28.645,32,1358,38,0
NZ_CP031412,28.629,32,1181,61,0
NZ_CP077727,28.603,32,1142,29,0
NZ_CP074054,28.645,32,1367,54,0
NZ_CP084623,29.823,32,1045,13,0
NZ_CP086371,29.824,32,823,8,0
NZ_CP073159,28.888,32,1503,65,0
NZ_CP015629,29.114,32,1157,54,0
NZ_CP073192,29.114,32,1513,79,0
NZ_CP073130,29.49,32,944,15,0
NZ_CP075076,29.294,32,1660,63,0
NZ_CP019600,27.088,34,2582,19,0
NZ_CP046926,27.066,34,2606,10,0
NZ_CP046928,27.073,34,2584,15,0
NZ_CP046930,27.043,34,2590,11,0
NZ_CP046932,27.073,34,2652,11,0
NZ_CP040555,52.795,45,981,7,0
NZ_CP095415,52.791,45,983,5,0
NZ_CP095416,52.792,45,982,5,0
NZ_CP095420,52.785,45,981,6,0
NZ_CP095417,52.79,45,981,5,0
NZ_CP095418,52.791,45,981,5,0
NZ_CP095419,52.791,45,982,4,0
NZ_CP042813,39.98,46,2947,54,0
NZ_CP042815,39.974,46,2962,59,0
NZ_CP042816,39.933,46,2621,55,0
NZ_CP042817,39.954,46,3243,63,0
NZ_CP042818,39.907,46,2814,50,1
NZ_CP054692,40.131,46,2728,45,0
NZ_CP027018,39.925,45,2584,67,0
NZ_CP031394,40.187,45,2398,52,0
NZ_CP039258,35.026,37,3594,228,3
NZ_CP039256,35.036,37,3601,183,6
NZ_CP039283,35.205,37,3952,235,3
NZ_CP072853,35.029,37,3616,229,0
NZ_CP092151,35.038,38,3611,229,0
NZ_CP092152,35.026,37,3715,216,2
NZ_CP092156,35.165,37,4189,192,1
NZ_CP092161,35.145,37,4052,203,1
NZ_CP092166,35.116,37,3888,228,1
NZ_CP092681,35.017,37,3674,211,2
NZ_CP092676,35.195,37,4160,183,1
NZ_CP092672,35.218,37,4322,299,1
NZ_CP092739,35.322,40,4200,217,2
NZ_CP092743,35.224,37,4224,215,2
NZ_CP092985,35.363,37,4414,251,2
NZ_CP097315,35.037,37,3812,159,4
NZ_CP072622,40.071,37,3193,149,2
NZ_CP072620,40.072,37,3185,158,2
NZ_CP072618,40.07,37,3184,158,2
NZ_CP072630,40.07,37,3184,157,2
NZ_CP072628,40.071,37,3174,158,2
NZ_CP072624,40.071,37,3192,151,2
NZ_CP072626,40.07,36,3190,154,2
NZ_CP097464,40.032,37,3193,186,2
NZ_CP043041,35.032,37,3719,200,4
NZ_CP007793,68.443,87,6512,93,0
NZ_CP007794,68.442,87,6512,93,0
NZ_CP007795,68.585,87,6512,93,0
NZ_CP007797,69.209,87,6512,93,0
NZ_CP012914,68.211,91,5803,76,2
NZ_CP012915,68.503,91,5803,76,2
NZ_CP012916,68.61,91,5803,76,2
NZ_CP012917,69.031,91,5803,76,2
NZ_CP032339,68.221,92,6336,128,2
NZ_CP032340,68.434,92,6336,128,2
NZ_CP032341,68.597,92,6336,128,2
NZ_CP032343,69.063,92,6336,128,2
NZ_CP032321,68.698,88,6986,129,3
NZ_CP032322,68.404,88,6986,129,3
NZ_CP032323,68.846,88,6986,129,3
NZ_CP032324,69.119,88,6986,129,3
NZ_CP032345,68.998,88,6380,102,0
NZ_CP032346,69.073,88,6380,102,0
NZ_CP032347,69.135,88,6380,102,0
NZ_CP032348,69.178,88,6380,102,0
NZ_CP033312,68.348,73,6366,110,2
NZ_CP033314,68.585,73,6366,110,2
NZ_CP033318,68.351,73,6687,103,2
NZ_CP033320,68.54,73,6687,103,2
