accession,domain,species,CN,range,average,range_no_cross,average_no_cross,range_normalized,average_normalized
NZ_CP023179,Bacteria,Bacillus cereus strain CC-1,14,0.2535,0.0195,0.8916,0.068584615,0.273,0.273
NZ_AP022857,Bacteria,Bacillus cereus strain MRY14-0045,14,0.2536,0.019507692,0.8875,0.068269231,0.273107692,0.273107692
NZ_AP022903,Bacteria,Bacillus cereus strain MRY14-0079,14,0.2538,0.019523077,0.8874,0.068261538,0.273323077,0.273323077
NZ_CP009300,Bacteria,Bacillus cereus D17,14,0.254,0.019538462,0.254,0.019538462,0.273538462,0.273538462
NZ_AP022886,Bacteria,Bacillus cereus strain MRY14-0074,14,0.2542,0.019553846,0.8859,0.068146154,0.273753846,0.273753846
NZ_CP036026,Bacteria,Bacillus mycoides strain BPN54/2,14,0.2543,0.019561538,0.8895,0.068423077,0.273861538,0.273861538
NZ_CP031642,Bacteria,Bacillus anthracis strain MCCC 1A02161,14,0.2543,0.019561538,0.8845,0.068038462,0.273861538,0.273861538
NZ_CP050183,Bacteria,Bacillus thuringiensis strain HER1410,14,0.2545,0.019576923,0.8649,0.066530769,0.274076923,0.274076923
NZ_CP042929,Bacteria,Bacillus cereus strain G1-1,14,0.2547,0.019592308,0.8908,0.068523077,0.274292308,0.274292308
NZ_AP022915,Bacteria,Bacillus cereus strain MRY14-0105,14,0.2547,0.019592308,0.8876,0.068276923,0.274292308,0.274292308
NZ_CP040340,Bacteria,Bacillus cereus strain DLOU-Tangshan,14,0.2548,0.0196,0.2548,0.0196,0.2744,0.2744
NZ_CP053965,Bacteria,Bacillus cereus strain FDAARGOS_802,14,0.2548,0.0196,0.9957,0.076592308,0.2744,0.2744
NZ_CP036023,Bacteria,Bacillus mycoides strain BPN52/2,14,0.2548,0.0196,0.8863,0.068176923,0.2744,0.2744
NZ_CP009641,Bacteria,Bacillus cereus 03BB108,14,0.2548,0.0196,0.2548,0.0196,0.2744,0.2744
NZ_CP036009,Bacteria,Bacillus mycoides strain BPN43/2,14,0.255,0.019615385,0.8875,0.068269231,0.274615385,0.274615385
NZ_CP054568,Bacteria,Bacillus thuringiensis strain FDAARGOS_791,14,0.2551,0.019623077,0.2551,0.019623077,0.274723077,0.274723077
NZ_CP072766,Bacteria,Bacillus cereus strain BC06,14,0.2552,0.019630769,0.8844,0.068030769,0.274830769,0.274830769
NZ_CP071811,Bacteria,Bacillus mycoides strain JAS15/1,14,0.2553,0.019638462,0.884,0.068,0.274938462,0.274938462
NZ_CP085506,Bacteria,Bacillus cereus strain HD2.4,14,0.2554,0.019646154,0.8846,0.068046154,0.275046154,0.275046154
NZ_CP085510,Bacteria,Bacillus cereus strain HD1.4B,14,0.2554,0.019646154,0.8846,0.068046154,0.275046154,0.275046154
NZ_CP036102,Bacteria,Bacillus mycoides strain JAS391,14,0.2555,0.019653846,0.8864,0.068184615,0.275153846,0.275153846
NZ_CP065149,Bacteria,Bacillus paranthracis strain Gxun-30,14,0.2558,0.019676923,0.8873,0.068253846,0.275476923,0.275476923
NZ_CP035978,Bacteria,Bacillus mycoides strain BPN121,14,0.2559,0.019684615,0.8872,0.068246154,0.275584615,0.275584615
NZ_CP036046,Bacteria,Bacillus mycoides strain BPN601,14,0.2559,0.019684615,0.8872,0.068246154,0.275584615,0.275584615
NC_008600,Bacteria,Bacillus thuringiensis str. Al Hakam,14,0.2563,0.019715385,0.8868,0.068215385,0.276015385,0.276015385
NZ_CP053981,Bacteria,Bacillus thuringiensis strain FDAARGOS_793,14,0.2564,0.019723077,0.2564,0.019723077,0.276123077,0.276123077
NZ_CP009600,Bacteria,Bacillus thuringiensis strain HD571,14,0.2564,0.019723077,0.2564,0.019723077,0.276123077,0.276123077
NC_018877,Bacteria,Bacillus thuringiensis Bt407,14,0.2565,0.019730769,0.8845,0.068038462,0.276230769,0.276230769
NZ_CP022345,Bacteria,Bacillus thuringiensis strain c25,14,0.2567,0.019746154,0.8813,0.067792308,0.276446154,0.276446154
NZ_CP012691,Bacteria,Bacillus cereus strain FORC_024,14,0.2568,0.019753846,0.8906,0.068507692,0.276553846,0.276553846
NZ_CP083129,Bacteria,Bacillus thuringiensis strain NB-176,14,0.2579,0.019838462,0.881,0.067769231,0.277738462,0.277738462
NZ_CP016316,Bacteria,Bacillus cereus strain M3,14,0.2582,0.019861538,0.8836,0.067969231,0.278061538,0.278061538
NZ_CP036101,Bacteria,Bacillus wiedmannii strain JAS28/2,14,0.2584,0.019876923,0.8896,0.068430769,0.278276923,0.278276923
NZ_CP033795,Bacteria,Bacillus sp. FDAARGOS_527,14,0.259,0.019923077,0.9612,0.073938462,0.278923077,0.278923077
AP023005,Bacteria,Bacillus cereus 30090 DNA,14,0.2591,0.019930769,0.8844,0.068030769,0.279030769,0.279030769
NZ_CP035953,Bacteria,Bacillus mycoides strain BPN03/1,14,0.2593,0.019946154,0.8812,0.067784615,0.279246154,0.279246154
NZ_CP089743,Bacteria,Bacillus paranthracis strain SHOU-BC01,14,0.2601,0.020007692,0.892,0.068615385,0.280107692,0.280107692
NZ_CP016315,Bacteria,Bacillus cereus strain D12_2,14,0.2615,0.020115385,0.8867,0.068207692,0.281615385,0.281615385
NZ_CP028516,Bacteria,Bacillus cereus strain 1000305,14,0.2619,0.020146154,0.8869,0.068223077,0.282046154,0.282046154
NZ_CP083085,Bacteria,Bacillus thuringiensis strain B401,14,0.2624,0.020184615,0.9892,0.076092308,0.282584615,0.282584615
NZ_CP029468,Bacteria,Bacillus cereus strain FORC_086,14,0.2624,0.020184615,0.8865,0.068192308,0.282584615,0.282584615
NZ_CP036117,Bacteria,Bacillus mycoides strain JAS481,14,0.2625,0.020192308,0.883,0.067923077,0.282692308,0.282692308
NZ_CP047085,Bacteria,Bacillus paranthracis strain BC307,14,0.2639,0.0203,0.9609,0.073915385,0.2842,0.2842
NZ_CP083156,Bacteria,Bacillus thuringiensis strain ABTS-1857,14,0.264,0.020307692,0.9891,0.076084615,0.284307692,0.284307692
NC_016771,Bacteria,Bacillus cereus NC7401,14,0.2649,0.020376923,0.881,0.067769231,0.285276923,0.285276923
NZ_CP007607,Bacteria,Bacillus thuringiensis serovar kurstaki str. YBT-1520,14,0.2668,0.020523077,0.9972,0.076707692,0.287323077,0.287323077
NZ_CP086328,Bacteria,Bacillus pacificus strain anQ-h4,14,0.2677,0.020592308,0.8777,0.067515385,0.288292308,0.288292308
NZ_CP040515,Bacteria,Bacillus paranthracis strain PR1,14,0.2684,0.020646154,0.8739,0.067223077,0.289046154,0.289046154
NZ_CP045777,Bacteria,Bacillus paranthracis strain CFSAN068816,14,0.2689,0.020684615,0.9524,0.073261538,0.289584615,0.289584615
NZ_CP083144,Bacteria,Bacillus thuringiensis strain GC-91,14,0.2697,0.020746154,0.9891,0.076084615,0.290446154,0.290446154
NC_011658,Bacteria,Bacillus cereus AH187,14,0.2701,0.020776923,0.8819,0.067838462,0.290876923,0.290876923
NZ_CP015250,Bacteria,Bacillus thuringiensis Bt18247,14,0.2706,0.020815385,0.8865,0.068192308,0.291415385,0.291415385
NZ_CP004870,Bacteria,Bacillus thuringiensis serovar kurstaki str. HD-1,14,0.272,0.020923077,0.8784,0.067569231,0.292923077,0.292923077
NZ_CP043234,Bacteria,Bacillus thuringiensis strain Bt-GS57,14,0.2735,0.021038462,0.8649,0.066530769,0.294538462,0.294538462
NZ_CP074714,Bacteria,Bacillus thuringiensis strain B13,14,0.2749,0.021146154,0.8692,0.066861538,0.296046154,0.296046154
NZ_CP089205,Bacteria,Vibrio splendidus strain 4_C08b,14,0.2901,0.022315385,0.919,0.070692308,0.312415385,0.312415385
NZ_CP097293,Bacteria,Vibrio sp. J383,14,0.2967,0.022823077,0.9241,0.071084615,0.319523077,0.319523077
NZ_CP089203,Bacteria,Vibrio splendidus strain 2_C04b,14,0.2971,0.022853846,0.2971,0.022853846,0.319953846,0.319953846
NZ_CP062500,Bacteria,Vibrio bathopelagicus strain Sal10,14,0.3018,0.023215385,0.9694,0.074569231,0.325015385,0.325015385
NZ_CP010089,Bacteria,Bacillus thuringiensis serovar galleriae strain 4G5,14,0.3026,0.023276923,0.9889,0.076069231,0.325876923,0.325876923
NZ_CP031055,Bacteria,Vibrio splendidus strain Vibrio sp,14,0.3038,0.023369231,0.9139,0.0703,0.327169231,0.327169231
NZ_CP089201,Bacteria,Vibrio splendidus strain 1_C04a,14,0.3041,0.023392308,0.3041,0.023392308,0.327492308,0.327492308
NZ_CP064172,Bacteria,Vibrio cyclitrophicus strain ED008,14,0.312,0.024,0.312,0.024,0.336,0.336
NZ_CP065366,Bacteria,Vibrio cyclitrophicus strain ED287,14,0.3173,0.024407692,0.9881,0.076007692,0.341707692,0.341707692
NZ_CP055263,Bacteria,Metabacillus sp. KUDC1714,14,0.3355,0.025807692,0.3355,0.025807692,0.361307692,0.361307692
NC_016935,Bacteria,Paenibacillus mucilaginosus 3016,14,0.3402,0.026169231,0.9593,0.073792308,0.366369231,0.366369231
NC_006370,Bacteria,Photobacterium profundum SS9,14,0.368,0.028307692,0.9709,0.074684615,0.396307692,0.396307692
CP065545,Bacteria,Lysinibacillus sp. JNUCC-51,14,0.3699,0.028453846,0.3699,0.028453846,0.398353846,0.398353846
NZ_CP068053,Bacteria,Peribacillus psychrosaccharolyticus strain FDAARGOS_1161,14,0.4128,0.031753846,0.4128,0.031753846,0.444553846,0.444553846
NZ_CP030028,Bacteria,Bacillus sp. Y1,14,0.4399,0.033838462,0.8807,0.067746154,0.473738462,0.473738462
NZ_CP091882,Bacteria,Peribacillus frigoritolerans strain JHS1,14,0.4827,0.037130769,0.8953,0.068869231,0.519830769,0.519830769
NZ_CP011391,Bacteria,Faecalibaculum rodentium strain ALO17,14,0.4927,0.0379,0.8979,0.069069231,0.5306,0.5306
NZ_CP046266,Bacteria,Metabacillus sediminilitoris strain DSL-17,14,0.5242,0.040323077,0.8027,0.061746154,0.564523077,0.564523077
NZ_CP033214,Bacteria,Clostridioides difficile strain 12038,14,0.5437,0.041823077,0.962,0.074,0.585523077,0.585523077
NZ_CP069606,Bacteria,Priestia megaterium strain CDC 2008724142,14,0.5559,0.042761538,0.9307,0.071592308,0.598661538,0.598661538
NZ_CP059457,Bacteria,Priestia megaterium strain 2020WEIHUA_L,14,0.5575,0.042884615,0.9288,0.071446154,0.600384615,0.600384615
NZ_CP045272,Bacteria,Priestia megaterium strain FDU301,14,0.5695,0.043807692,0.9283,0.071407692,0.613307692,0.613307692
NZ_CP088245,Bacteria,Metabacillus sp. B2-18,14,0.5719,0.043992308,0.8307,0.0639,0.615892308,0.615892308
NZ_CP090978,Bacteria,Paenibacillus sp. YPD9-1,14,0.6102,0.046938462,0.9896,0.076123077,0.657138462,0.657138462
NC_014012,Bacteria,Shewanella violacea DSS12,14,0.6193,0.047638462,0.9757,0.075053846,0.666938462,0.666938462
NZ_CP029002,Bacteria,Lysinibacillus sp. 2017,14,0.6431,0.049469231,0.9599,0.073838462,0.692569231,0.692569231
NZ_CP085876,Bacteria,Brevibacillus sp. DP1.3A,14,0.6551,0.050392308,0.9726,0.074815385,0.705492308,0.705492308
NZ_CP030117,Bacteria,Brevibacillus brevis strain DZQ7,14,0.6578,0.0506,0.8896,0.068430769,0.7084,0.7084
NZ_CP023474,Bacteria,Brevibacillus brevis X23,14,0.6624,0.050953846,0.8947,0.068823077,0.713353846,0.713353846
NZ_LR134338,Bacteria,Brevibacillus brevis strain NCTC2611,14,0.6843,0.052638462,0.8869,0.068223077,0.736938462,0.736938462
NZ_CP022572,Bacteria,Neobacillus mesonae strain H20-5,14,0.685,0.052692308,0.9189,0.070684615,0.737692308,0.737692308
NZ_CP042161,Bacteria,Brevibacillus brevis strain HK544,14,0.6863,0.052792308,0.9134,0.070261538,0.739092308,0.739092308
NC_017542,Bacteria,Paenibacillus polymyxa M1,14,0.6872,0.052861538,0.8845,0.068038462,0.740061538,0.740061538
NZ_CP034141,Bacteria,Paenibacillus sp. M-152,14,0.6893,0.053023077,0.8771,0.067469231,0.742323077,0.742323077
NZ_CP029370,Bacteria,Paenibacillus polymyxa strain CJX518,14,0.6975,0.053653846,0.8808,0.067753846,0.751153846,0.751153846
NZ_CP023711,Bacteria,Paenibacillus polymyxa strain C12,14,0.7006,0.053892308,0.7303,0.056176923,0.754492308,0.754492308
NZ_CP097769,Bacteria,Paenibacillus polymyxa strain R 4.24,14,0.7026,0.054046154,0.962,0.074,0.756646154,0.756646154
NZ_CP084033,Bacteria,Paenibacillus polymyxa strain EB4 G3,14,0.7036,0.054123077,0.8808,0.067753846,0.757723077,0.757723077
NZ_CP092779,Bacteria,Paenibacillus polymyxa strain ZJ-9,14,0.704,0.054153846,0.8762,0.0674,0.758153846,0.758153846
NZ_CP025957,Bacteria,Paenibacillus polymyxa strain HY96-2,14,0.7055,0.054269231,0.8785,0.067576923,0.759769231,0.759769231
NZ_CP010268,Bacteria,Paenibacillus polymyxa strain Sb3-1,14,0.7057,0.054284615,0.7057,0.054284615,0.759984615,0.759984615
NZ_CP097766,Bacteria,Paenibacillus polymyxa strain R 6.14,14,0.7075,0.054423077,0.8789,0.067607692,0.761923077,0.761923077
NZ_CP097778,Bacteria,Paenibacillus polymyxa strain K 1.14,14,0.7113,0.054715385,0.8776,0.067507692,0.766015385,0.766015385
NZ_CP086373,Bacteria,Paenibacillus polymyxa strain MEZ6,14,0.7115,0.054730769,0.8798,0.067676923,0.766230769,0.766230769
NZ_CP015423,Bacteria,Paenibacillus polymyxa strain J,14,0.7131,0.054853846,0.7131,0.054853846,0.767953846,0.767953846
NZ_CP040829,Bacteria,Paenibacillus polymyxa strain ZF129,14,0.7189,0.0553,0.7268,0.055907692,0.7742,0.7742
NZ_CP097771,Bacteria,Paenibacillus polymyxa strain R 3.13,14,0.72,0.055384615,0.9334,0.0718,0.775384615,0.775384615
NZ_CP025746,Bacteria,Clostridium manihotivorum strain CT4,14,0.7692,0.059169231,0.9774,0.075184615,0.828369231,0.828369231
NZ_CP061172,Bacteria,Paenibacillus peoriae strain ZF390,14,0.7776,0.059815385,0.8875,0.068269231,0.837415385,0.837415385
NZ_CP043998,Bacteria,Clostridium diolis strain DSM 15410,14,0.7914,0.060876923,0.9867,0.0759,0.852276923,0.852276923
NZ_CP016090,Bacteria,Clostridium beijerinckii strain BAS/B3/I/124,14,0.7993,0.061484615,0.9872,0.075938462,0.860784615,0.860784615
NC_009617,Bacteria,Clostridium beijerinckii NCIMB 8052,14,0.8009,0.061607692,0.9869,0.075915385,0.862507692,0.862507692
NZ_CP006777,Bacteria,Clostridium beijerinckii ATCC 35702 strain SA-1,14,0.8011,0.061623077,0.9869,0.075915385,0.862723077,0.862723077
NZ_CP048883,Bacteria,Priestia megaterium strain Mes11,13,0.1825,0.015208333,0.9954,0.08295,0.197708333,0.197708333
NZ_CP047699,Bacteria,Priestia megaterium strain 5-3,13,0.1843,0.015358333,0.9281,0.077341667,0.199658333,0.199658333
NZ_CP072473,Bacteria,Priestia aryabhattai strain LAD,13,0.1866,0.01555,0.928,0.077333333,0.20215,0.20215
NZ_CP058262,Bacteria,Priestia megaterium strain BIM B-1314D,13,0.1867,0.015558333,0.9283,0.077358333,0.202258333,0.202258333
NZ_CP041066,Bacteria,Priestia megaterium strain KNU-01,13,0.1867,0.015558333,0.1867,0.015558333,0.202258333,0.202258333
NZ_CP018874,Bacteria,Priestia megaterium strain JX285,13,0.1876,0.015633333,0.9261,0.077175,0.203233333,0.203233333
NZ_CP010586,Bacteria,Priestia megaterium Q3,13,0.1877,0.015641667,0.996,0.083,0.203341667,0.203341667
NZ_CP064275,Bacteria,Priestia megaterium strain B1,13,0.1879,0.015658333,0.1879,0.015658333,0.203558333,0.203558333
NZ_CP064097,Bacteria,Priestia aryabhattai strain B2,13,0.1885,0.015708333,0.1885,0.015708333,0.204208333,0.204208333
NZ_CP064793,Bacteria,Priestia megaterium strain IGA-FME-1,13,0.1886,0.015716667,0.9244,0.077033333,0.204316667,0.204316667
NZ_CP086208,Bacteria,Priestia sp. J2,13,0.1889,0.015741667,0.9259,0.077158333,0.204641667,0.204641667
NZ_CP065213,Bacteria,Priestia megaterium strain HGS7,13,0.1897,0.015808333,0.9257,0.077141667,0.205508333,0.205508333
NZ_CP026736,Bacteria,Priestia megaterium strain YC4-R4,13,0.1906,0.015883333,0.1906,0.015883333,0.206483333,0.206483333
NZ_CP083269,Bacteria,Priestia aryabhattai strain NM1_A2,13,0.1907,0.015891667,0.9253,0.077108333,0.206591667,0.206591667
NZ_CP064270,Bacteria,Priestia megaterium strain N447-3,13,0.1909,0.015908333,0.1909,0.015908333,0.206808333,0.206808333
NZ_CP024035,Bacteria,Priestia aryabhattai strain K13,13,0.1913,0.015941667,0.9253,0.077108333,0.207241667,0.207241667
NZ_CP069397,Bacteria,Priestia megaterium strain CDC 2008724129,13,0.2181,0.018175,0.2181,0.018175,0.236275,0.236275
NZ_CP011155,Bacteria,Bacillus cereus strain HN001,13,0.2352,0.0196,0.8934,0.07445,0.2548,0.2548
NZ_CP010106,Bacteria,Bacillus thuringiensis serovar indiana strain HD521,13,0.2372,0.019766667,0.893,0.074416667,0.256966667,0.256966667
NZ_CP009941,Bacteria,Bacillus cereus strain 03BB87,13,0.2379,0.019825,0.8968,0.074733333,0.257725,0.257725
NC_011772,Bacteria,Bacillus cereus G9842,13,0.2406,0.02005,0.8908,0.074233333,0.26065,0.26065
NZ_CP020002,Bacteria,Bacillus thuringiensis strain Bacillus thuringiensis L-7601,13,0.242,0.020166667,0.8814,0.07345,0.262166667,0.262166667
NZ_CP085498,Bacteria,Bacillus cereus strain A22,13,0.2425,0.020208333,0.8907,0.074225,0.262708333,0.262708333
NZ_CP016360,Bacteria,Bacillus cereus strain M13,13,0.2437,0.020308333,0.8856,0.0738,0.264008333,0.264008333
NZ_CP034551,Bacteria,Bacillus cereus ATCC 14579,13,0.2446,0.020383333,0.8864,0.073866667,0.264983333,0.264983333
NZ_CP009351,Bacteria,Bacillus thuringiensis HD1002,13,0.245,0.020416667,0.245,0.020416667,0.265416667,0.265416667
NZ_CP010577,Bacteria,Bacillus thuringiensis serovar morrisoni strain BGSC 4AA1,13,0.2453,0.020441667,0.9965,0.083041667,0.265741667,0.265741667
NZ_CP007512,Bacteria,Bacillus bombysepticus str. Wang,13,0.2459,0.020491667,0.982,0.081833333,0.266391667,0.266391667
NZ_CP065743,Bacteria,Bacillus tropicus strain FDAARGOS_897,13,0.2461,0.020508333,0.2461,0.020508333,0.266608333,0.266608333
NZ_CP087103,Bacteria,Bacillus toyonensis strain HA0190,13,0.2463,0.020525,0.8917,0.074308333,0.266825,0.266825
NC_006274,Bacteria,Bacillus cereus E33L,13,0.2464,0.020533333,0.8898,0.07415,0.266933333,0.266933333
NZ_CP009590,Bacteria,Bacillus cereus G9241,13,0.2466,0.02055,0.2466,0.02055,0.26715,0.26715
NZ_CP015589,Bacteria,Bacillus cereus strain AR156,13,0.2467,0.020558333,0.2467,0.020558333,0.267258333,0.267258333
NZ_CP017577,Bacteria,Bacillus thuringiensis strain SCG04-02,13,0.2478,0.02065,0.2478,0.02065,0.26845,0.26845
NZ_CP031068,Bacteria,Bacillus sp. JAS24-2,13,0.2479,0.020658333,0.888,0.074,0.268558333,0.268558333
NZ_CP048687,Bacteria,Bacillus paranthracis strain MN1F,13,0.248,0.020666667,0.248,0.020666667,0.268666667,0.268666667
NZ_CP053980,Bacteria,Bacillus thuringiensis strain FDAARGOS_795,13,0.2486,0.020716667,0.2486,0.020716667,0.269316667,0.269316667
NZ_CP053934,Bacteria,Bacillus thuringiensis strain FDAARGOS_794,13,0.2487,0.020725,0.8888,0.074066667,0.269425,0.269425
NZ_CP053991,Bacteria,Bacillus cereus strain FDAARGOS_781,13,0.2497,0.020808333,0.9606,0.08005,0.270508333,0.270508333
NZ_CP009605,Bacteria,Bacillus cereus strain S2-8,13,0.2497,0.020808333,0.2497,0.020808333,0.270508333,0.270508333
NZ_CP009596,Bacteria,Bacillus cereus strain 3a,13,0.2498,0.020816667,0.2498,0.020816667,0.270616667,0.270616667
NZ_CP053997,Bacteria,Bacillus cereus strain FDAARGOS_780,13,0.2498,0.020816667,0.2498,0.020816667,0.270616667,0.270616667
NZ_CP030063,Bacteria,Peribacillus frigoritolerans strain ZB201705,13,0.2523,0.021025,0.2523,0.021025,0.273325,0.273325
NZ_AP022927,Bacteria,Bacillus cereus strain J2,13,0.2542,0.021183333,0.8859,0.073825,0.275383333,0.275383333
NZ_CP051013,Bacteria,Bacillus tropicus strain LM1212-DB,13,0.2559,0.021325,0.9895,0.082458333,0.277225,0.277225
NZ_AP022907,Bacteria,Bacillus cereus strain MRY14-0100,13,0.2561,0.021341667,0.8818,0.073483333,0.277441667,0.277441667
NC_020376,Bacteria,Bacillus thuringiensis serovar thuringiensis str. IS5056,13,0.2562,0.02135,0.884,0.073666667,0.27755,0.27755
NC_017208,Bacteria,Bacillus thuringiensis serovar chinensis CT-43,13,0.257,0.021416667,0.8839,0.073658333,0.278416667,0.278416667
NZ_CP014847,Bacteria,Bacillus thuringiensis strain HD12,13,0.2571,0.021425,0.8739,0.072825,0.278525,0.278525
NZ_CP025122,Bacteria,Bacillus sp. HBCD-sjtu,13,0.2574,0.02145,0.2574,0.02145,0.27885,0.27885
NC_018491,Bacteria,Bacillus cereus FRI-35,13,0.2593,0.021608333,0.2593,0.021608333,0.280908333,0.280908333
NZ_CP017016,Bacteria,Bacillus sp. ABP14,13,0.2595,0.021625,0.8812,0.073433333,0.281125,0.281125
NZ_AP022934,Bacteria,Bacillus cereus strain J7,13,0.2598,0.02165,0.8826,0.07355,0.28145,0.28145
NZ_CP050509,Bacteria,Peribacillus butanolivorans strain KJ40,13,0.2606,0.021716667,0.8843,0.073691667,0.282316667,0.282316667
NZ_AP022877,Bacteria,Bacillus cereus strain MRY14-0060,13,0.2621,0.021841667,0.8771,0.073091667,0.283941667,0.283941667
NZ_CP064266,Bacteria,Bacillus pseudomycoides strain N451-2,13,0.2655,0.022125,0.2655,0.022125,0.287625,0.287625
NZ_CP047366,Bacteria,Bacillus nitratireducens strain BM02,13,0.2663,0.022191667,0.8866,0.073883333,0.288491667,0.288491667
NZ_CP015150,Bacteria,Bacillus thuringiensis strain Bc601,13,0.2664,0.0222,0.8789,0.073241667,0.2886,0.2886
NZ_CP011008,Bacteria,Peribacillus simplex strain SH-B26,13,0.2689,0.022408333,0.8886,0.07405,0.291308333,0.291308333
NC_011969,Bacteria,Bacillus cereus Q1,13,0.2707,0.022558333,0.8799,0.073325,0.293258333,0.293258333
NZ_CP045585,Bacteria,Bacillus thuringiensis strain x023,13,0.2727,0.022725,0.8797,0.073308333,0.295425,0.295425
NZ_CP004858,Bacteria,Bacillus thuringiensis serovar kurstaki str. YBT-1520,13,0.2727,0.022725,0.8788,0.073233333,0.295425,0.295425
NZ_CP083116,Bacteria,Bacillus thuringiensis strain SA11,13,0.2728,0.022733333,0.8796,0.0733,0.295533333,0.295533333
NZ_CP013055,Bacteria,Bacillus thuringiensis strain YWC2-8,13,0.2729,0.022741667,0.9867,0.082225,0.295641667,0.295641667
NZ_CP083101,Bacteria,Bacillus thuringiensis strain ABTS-351,13,0.2729,0.022741667,0.8796,0.0733,0.295641667,0.295641667
NZ_CP011349,Bacteria,Bacillus thuringiensis strain YC-10,13,0.2729,0.022741667,0.2729,0.022741667,0.295641667,0.295641667
NZ_CP066184,Bacteria,Bacillus cytotoxicus strain SM1.1,13,0.2823,0.023525,0.2823,0.023525,0.305825,0.305825
NZ_CP024101,Bacteria,Bacillus cytotoxicus strain CH_25,13,0.2827,0.023558333,0.8777,0.073141667,0.306258333,0.306258333
